kda,dmg_to_champions,gold_diff_15,exp_diff_15,kill_participation,objective_damage,vision_score,gold_diff_end,exp_diff_end,role,win_loss
4.83,8430,383,1302,58,4573,72,2768,4340,5,1
2,16193,-1552,-979,24.4,4784,20,-2157,2589,1,1
7.67,20663,-64,-1250,56.1,51230,30,3740,4289,2,1
3.6,26600,-490,-32,43.9,10862,26,675,4070,3,1
4.17,33071,1444,1947,61,41602,15,5011,3406,4,1
9,13483,465,1874,65.9,5214,67,2295,4696,5,1
1.12,33490,1552,979,40.9,8425,18,2157,-2589,1,0
1.12,21705,64,1250,40.9,9923,20,-3740,-4289,2,0
1.86,22083,490,32,59.1,1880,22,-675,-4070,3,0
0.91,22261,-1444,-1947,45.5,4953,16,-5011,-3406,4,0
1.29,16768,-465,-1874,40.9,722,69,-2295,-4696,5,0
0.55,17817,-2121,-1734,24,3575,17,-5284,-6342,1,0
2.12,27648,2450,786,68,24422,18,-1059,-4477,2,0
1.33,19536,-1665,-983,32,3931,23,-6025,-6104,3,0
1.43,21712,288,919,40,9229,17,-2793,-4491,4,0
2.29,12694,605,1237,64,397,71,-500,-930,5,0
6.5,25815,2121,1734,66.7,11772,20,5284,6342,1,1
11.5,24327,-2450,-786,59,38112,15,1059,4477,2,1
2.83,29443,1665,983,43.6,7661,28,6025,6104,3,1
2.6,17206,-288,-919,33.3,31532,17,2793,4491,4,1
1.78,8577,-605,-1237,41,5715,63,500,930,5,1
2.6,15498,-2501,-1194,29.5,9656,10,-1289,3019,1,1
10,32058,85,645,68.2,56398,11,5547,7635,2,1
7.67,26160,1857,598,52.3,9655,18,3527,3200,3,1
2.62,27271,700,107,47.7,18339,7,3565,3998,4,1
4,7985,-1658,-1532,45.5,5493,64,-1845,809,5,1
1,29121,2501,1194,37.5,2657,20,1289,-3019,1,0
1.33,17714,-85,-645,50,257,18,-5547,-7635,2,0
0.62,17922,-1857,-598,20.8,2194,11,-3527,-3200,3,0
1.18,17333,-700,-107,54.2,2010,20,-3565,-3998,4,0
2.14,30448,1658,1532,62.5,1060,81,1845,-809,5,0
1.14,21421,1061,177,53.3,6663,13,-3014,-5162,1,0
1,6984,-1994,-720,26.7,20872,14,-3518,-4775,2,0
1.6,14726,2906,1458,53.3,11211,9,1742,-2404,3,0
0.75,11336,-1636,-863,40,312,8,-4351,-3718,4,0
1.14,12256,-123,-444,53.3,1034,64,-997,-2681,5,0
12,23466,-1061,-177,38.7,9340,22,3014,5162,1,1
9.5,20842,1994,720,61.3,37984,28,3518,4775,2,1
2.6,19412,-2906,-1458,41.9,9924,15,-1742,2404,3,1
6.67,27542,1636,863,64.5,31230,15,4351,3718,4,1
3.25,11171,123,444,41.9,3341,58,997,2681,5,1
3.6,30773,3492,1605,54.5,10083,16,3781,-641,1,0
1.62,19028,-285,-359,39.4,20560,20,-2752,-6517,2,0
0.55,15589,-1697,-1765,18.2,7144,15,-3792,-6102,3,0
1.18,27189,-1070,-877,39.4,382,2,-3400,-4495,4,0
1.78,30386,208,-53,48.5,1242,46,586,-201,5,0
1.5,26695,-3492,-1605,34.1,6915,9,-3781,641,1,1
4.2,23829,285,359,47.7,50782,26,2752,6517,2,1
4.8,51064,1697,1765,54.5,35036,18,3792,6102,3,1
3.5,33784,1070,877,47.7,8127,13,3400,4495,4,1
2.14,15089,-208,53,34.1,4126,57,-586,201,5,1
1.2,16198,1510,1147,25,2707,19,-1555,-2754,1,0
0.78,10745,-102,-64,29.2,15547,25,-5513,-6153,2,0
1.29,18675,-1265,-1458,37.5,12804,20,-357,-1630,3,0
2.14,36301,1440,719,62.5,13339,22,1174,-1749,4,0
3,10949,719,418,62.5,572,28,-637,-2014,5,0
8,18416,-1510,-1147,48.5,7350,13,1555,2754,1,1
4.5,17315,102,64,54.5,57186,14,5513,6153,2,1
2.12,27954,1265,1458,51.5,6471,14,357,1630,3,1
2.67,17379,-1440,-719,48.5,13015,22,-1174,1749,4,1
4.25,6156,-719,-418,51.5,4701,65,637,2014,5,1
3.33,26920,1531,902,45.5,18436,18,6344,7567,1,1
1.82,23473,-1419,-2145,45.5,13645,29,241,-355,2,1
1.8,12214,-3383,-808,20.5,4281,19,-4664,450,3,1
5,49119,2306,694,68.2,32485,11,7332,3785,4,1
15,11211,352,1423,68.2,7463,40,594,5003,5,1
1.2,11631,-1531,-902,20,8028,12,-6344,-7567,1,0
1.44,21405,1419,2145,43.3,43192,27,-241,355,2,0
1.36,38894,3383,808,50,6835,26,4664,-450,3,0
0.7,23514,-2306,-694,23.3,2284,9,-7332,-3785,4,0
0.89,31930,-352,-1423,26.7,1325,42,-594,-5003,5,0
0.45,41604,714,-511,10.4,9418,11,2009,-3154,3,0
1.75,30189,522,466,43.8,19903,26,-1723,-3817,2,0
1.56,30221,-1727,-500,29.2,5075,19,-8336,-7833,1,0
2.91,70214,3196,1702,66.7,40172,32,8683,1324,4,0
3.22,12784,105,1567,60.4,2436,69,-5770,-1726,5,0
3.11,89638,1727,500,53.8,22748,28,8336,7833,1,1
4.5,44591,-522,-466,51.9,52776,33,1723,3817,2,1
4.33,29775,-714,511,50,8384,14,-2009,3154,3,1
0.94,34401,-3196,-1702,30.8,7979,19,-8683,-1324,4,1
3.2,34093,-105,-1567,61.5,9177,46,5770,1726,5,1
3.67,19992,387,1298,30.6,32156,11,3745,4055,1,1
2.6,12378,-235,-147,36.1,18923,19,-1597,1135,2,1
4.75,29489,1565,697,52.8,14505,12,5101,4957,3,1
3.5,21524,-1148,-581,58.3,8937,14,-467,1685,4,1
1.67,15972,-212,-97,41.7,3037,65,1130,2325,5,1
1.29,18237,-387,-1298,33.3,2121,15,-3745,-4055,1,0
1.22,18055,235,147,40.7,19523,17,1597,-1135,2,0
1.25,17173,-1565,-697,37,1829,12,-5101,-4957,3,0
2,28776,1148,581,59.3,12280,4,467,-1685,4,0
3.75,7697,212,97,55.6,711,59,-1130,-2325,5,0
1.43,19170,-1396,-1532,43.5,0,7,-1242,-1444,1,0
1.08,14175,-609,-1336,56.5,13451,25,-2748,-4241,2,0
1,19004,-765,-591,34.8,191,27,-1651,-2657,3,0
1.43,12841,-977,-558,43.5,2443,20,-4286,-2732,4,0
4,11048,124,200,69.6,183,48,-1582,-3218,5,0
3.33,29257,1396,1532,26.3,31620,23,1242,1444,1,1
3.75,20395,609,1336,39.5,52349,21,2748,4241,2,1
2.33,30796,765,591,36.8,1706,22,1651,2657,3,1
5,50025,977,558,52.6,16948,23,4286,2732,4,1
3.33,11128,-124,-200,52.6,1035,22,1582,3218,5,1
0.56,31760,-426,-48,18.5,2676,27,-2905,-3775,1,0
2.6,13450,889,963,48.1,24547,9,-3074,-5212,2,0
1.56,22071,988,-52,51.9,11734,45,-2537,-5252,3,0
0.92,14791,-2874,-1117,40.7,9719,10,-8277,-6350,4,0
3.14,27520,1635,1218,81.5,4258,94,3193,-1048,5,0
20,39532,426,48,47.6,20846,20,2905,3775,1,1
3.29,23568,-889,-963,54.8,25790,31,3074,5212,2,1
3.8,20011,-988,52,45.2,10215,22,2537,5252,3,1
2.86,29745,2874,1117,47.6,35299,25,8277,6350,4,1
1.86,22452,-1635,-1218,31,8262,63,-3193,1048,5,1
5,17975,-156,253,38.5,17342,19,797,3794,1,1
12.5,25723,2419,2631,64.1,23599,16,5382,5989,2,1
5.67,19892,-752,-594,43.6,8296,39,-491,564,3,1
5.25,25247,-876,-143,53.8,16371,12,1287,2801,4,1
3.43,14758,-500,558,61.5,4692,32,-44,2753,5,1
0.44,15282,156,-253,21.1,21034,20,-797,-3794,1,0
1.14,7663,-2419,-2631,42.1,5564,21,-5382,-5989,2,0
1.2,14609,752,594,31.6,5075,29,491,-564,3,0
1.88,21897,876,143,78.9,4681,14,-1287,-2801,4,0
1.3,14329,500,-558,68.4,2309,67,44,-2753,5,0
2.09,43869,1005,206,46.9,20722,29,1526,-363,1,1
6.6,44589,947,1180,67.3,41040,21,3082,6484,2,1
3.83,45643,73,122,46.9,9157,14,-2128,97,3,1
7.33,33186,987,-557,44.9,42852,5,2569,-302,4,1
3.29,10110,155,1077,46.9,2096,53,-638,-182,5,1
1.08,33047,-1005,-206,43.8,7166,11,-1526,363,1,0
2,17106,-947,-1180,50,24949,18,-3082,-6484,2,0
1.78,44706,-73,-122,50,3119,11,2128,-97,3,0
2.4,21624,-987,557,37.5,512,13,-2569,302,4,0
1.36,21793,-155,-1077,59.4,2084,56,638,182,5,0
1.5,34353,-1036,-532,31.3,15004,29,-1573,1843,1,1
1.67,50807,-276,-1711,37.3,38931,37,-2180,-1417,2,1
5.29,56888,1524,1989,55.2,27937,31,1087,7431,3,1
2.82,52290,-184,-193,46.3,21141,21,-1541,2933,4,1
3.56,50126,621,1298,47.8,8253,124,5412,4444,5,1
1.25,54352,1036,532,35.7,6209,39,1573,-1843,1,0
3.5,58981,276,1711,62.5,38859,75,2180,1417,2,0
2.18,40885,-1524,-1989,42.9,27967,10,-1087,-7431,3,0
2,48314,184,193,46.4,25880,29,1541,-2933,4,0
1.47,11054,-621,-1298,44.6,2200,111,-5412,-4444,5,0
2.4,26451,-744,409,52.2,0,14,-2410,-1509,1,0
0.82,30754,-1451,-694,39.1,13939,24,-3610,-2790,2,0
1.2,39462,-2608,-1970,52.2,1546,20,-1841,-751,3,0
0.92,27980,-717,-864,52.2,3534,15,-440,-1812,4,0
2.29,21152,-946,-467,69.6,1295,78,1626,259,5,0
2.67,38991,744,-409,34.8,22534,20,2410,1509,1,1
7.67,21278,1451,694,50,55415,35,3610,2790,2,1
6.25,39990,2608,1970,54.3,19170,19,1841,751,3,1
3.4,23728,717,864,37,40914,11,440,1812,4,1
4.2,14175,946,467,45.7,6212,61,-1626,-259,5,1
4,14169,702,287,23.5,1665,5,2862,2432,1,1
8,6082,217,807,47.1,16848,17,1101,1500,2,1
2.5,12375,2053,1573,29.4,5381,5,3461,2668,3,1
7,11078,1289,408,41.2,13528,9,1638,480,4,1
7,4419,162,1394,41.2,1098,27,91,1480,5,1
0.5,6717,-702,-287,20,0,6,-2862,-2432,1,0
0.43,5723,-217,-807,60,11062,16,-1101,-1500,2,0
0.8,10096,-2053,-1573,80,0,8,-3461,-2668,3,0
1,3498,-1289,-408,40,629,3,-1638,-480,4,0
3,8731,-162,-1394,60,447,22,-91,-1480,5,0
1.67,31462,84,91,35.7,6769,19,394,-3654,1,0
1.57,23283,1093,151,39.3,15481,52,-5016,-8940,2,0
0.82,35480,579,7,32.1,5969,35,-2396,-5697,3,0
1.62,14518,719,-5,46.4,9586,20,-2536,-7160,4,0
1.45,15019,-137,48,57.1,2277,67,-1289,-1132,5,0
2,32979,-84,-91,18.6,18932,26,-394,3654,1,1
6.75,31575,-1093,-151,62.8,27588,33,5016,8940,2,1
8.67,36766,-579,-7,60.5,20131,33,2396,5697,3,1
3.83,33757,-719,5,53.5,47571,16,2536,7160,4,1
1.45,20069,137,-48,37.2,6526,109,1289,1132,5,1
1.5,34516,-1468,-2120,35.7,23065,21,-1728,1932,1,1
7,28624,849,1366,50,51032,18,4727,7807,2,1
4.17,48826,746,1,59.5,21584,24,7648,5856,3,1
2.36,44267,-961,-367,61.9,29950,14,250,845,4,1
5,11819,-200,-174,59.5,2882,83,-700,430,5,1
2.38,50476,1468,2120,54.3,9874,17,1728,-1932,1,0
1.3,20922,-849,-1366,37.1,31890,13,-4727,-7807,2,0
0.83,12410,-746,-1,14.3,3859,16,-7648,-5856,3,0
1.8,52948,961,367,51.4,3915,26,-250,-845,4,0
2.12,26678,200,174,48.6,12110,106,700,-430,5,0
2,16336,879,882,13.3,13645,20,-297,-401,1,0
1.55,31494,1936,233,56.7,41375,22,460,-4029,2,0
1,14578,-977,-249,30,14104,38,-5799,-6308,3,0
2,34569,-260,-369,53.3,7956,39,-3051,-3938,4,0
2.5,12126,454,105,50,916,62,-573,74,5,0
1.62,29653,-879,-882,36.1,9507,27,297,401,1,1
2.57,32016,-1936,-233,50,33718,17,-460,4029,2,1
5.75,40284,977,249,63.9,21931,31,5799,6308,3,1
3.57,35979,260,369,69.4,38656,19,3051,3938,4,1
5.75,8840,-454,-105,63.9,4858,59,573,-74,5,1
2,35710,343,478,36.7,14266,18,-547,2677,1,0
3.38,58994,120,181,55.1,53394,36,10,-847,2,0
4.2,33872,-46,312,42.9,10068,34,717,2772,3,0
1.91,35623,993,226,42.9,24575,22,2351,-52,4,0
1.67,9545,-424,-201,30.6,7154,88,-2514,-3450,5,0
2.57,34152,-343,-478,42.9,11705,27,547,-2677,1,1
2,47541,-120,-181,57.1,17065,29,-10,847,2,1
0.92,35993,46,-312,28.6,12181,26,-717,-2772,3,1
2,25768,-993,-226,38.1,21078,31,-2351,52,4,1
1.89,19192,424,201,40.5,14658,70,2514,3450,5,1
1.83,34952,1267,911,37.9,7318,11,186,-2572,1,0
0.88,14290,-1834,-1051,24.1,40240,14,-8332,-8688,2,0
2,34324,2623,1871,48.3,28509,16,2261,-2315,3,0
1.62,21504,980,-178,44.8,24823,12,1277,-1881,4,0
1.71,16555,-237,-795,41.4,5207,55,-3544,-3708,5,0
1.4,15714,-1267,-911,19.4,7235,7,-186,2572,1,1
5.6,48625,1834,1051,77.8,18562,12,8332,8688,2,1
1.8,16439,-2623,-1871,50,6128,14,-2261,2315,3,1
2.17,20205,-980,178,36.1,7980,12,-1277,1881,4,1
6.67,17299,237,795,55.6,4623,20,3544,3708,5,1
1.86,76194,1825,2217,44.8,51928,23,8088,4713,1,1
1.46,28174,645,658,32.8,50950,46,-2387,-3882,2,1
1.46,62516,1048,848,32.8,14684,16,961,-880,3,1
2.08,36772,65,474,46.6,20247,17,174,1827,4,1
2.78,19021,-927,-624,43.1,3408,88,-2000,-1717,5,1
0.88,56962,-1825,-2217,24.2,10024,11,-8088,-4713,1,0
2.18,27177,-645,-658,38.7,14934,20,2387,3882,2,0
2.36,48309,-1048,-848,41.9,6115,25,-961,880,3,0
2.08,38866,-65,-474,40.3,38921,29,-174,-1827,4,0
4.29,29298,927,624,48.4,994,73,2000,1717,5,0
3,28021,1458,1644,38.5,27401,17,2571,1798,1,1
4.2,26983,553,97,53.8,24448,32,2971,5709,2,1
5.33,21743,886,1591,41,16303,15,1923,4064,3,1
5.25,23461,-1097,-1251,53.8,27517,13,98,1382,4,1
14,22918,906,1075,35.9,7762,34,2823,3034,5,1
0.89,14670,-1458,-1644,44.4,8274,8,-2571,-1798,1,0
1.11,19144,-553,-97,55.6,15414,20,-2971,-5709,2,0
0.57,12329,-886,-1591,22.2,1242,9,-1923,-4064,3,0
1.29,19935,1097,1251,50,3371,9,-98,-1382,4,0
1.14,8229,-906,-1075,44.4,1696,63,-2823,-3034,5,0
2.67,22912,3142,2998,33.3,35831,16,4823,2776,1,1
3.75,53577,190,2025,62.5,45127,19,4329,5917,2,1
4.75,21814,33,373,39.6,11823,21,1857,-392,3,1
2.12,26816,41,27,35.4,6773,16,275,2217,4,1
2.78,14372,140,421,52.1,1029,83,-2919,1067,5,1
0.85,23563,-3142,-2998,31.4,4459,16,-4823,-2776,1,0
1.92,32212,-190,-2025,71.4,16963,50,-4329,-5917,2,0
1.29,15963,-33,-373,25.7,5371,24,-1857,392,3,0
1.67,26166,-41,-27,42.9,4164,10,-275,-2217,4,0
2.83,33901,-140,-421,48.6,3534,60,2919,-1067,5,0
1.25,21252,1680,840,45.5,5181,7,1624,-2090,1,0
2.2,10929,2043,882,50,13722,18,419,-3867,2,0
3.67,19061,2834,1138,50,6803,14,2982,-858,3,0
0.71,13263,-1883,-1368,22.7,7749,6,-5940,-7270,4,0
1,7730,-57,-297,36.4,2184,56,-1595,-4138,5,0
3,25883,-1680,-840,48.4,9891,13,-1624,2090,1,1
1.33,9362,-2043,-882,25.8,22624,22,-419,3867,2,1
2,14407,-2834,-1138,25.8,3391,13,-2982,858,3,1
6,33627,1883,1368,58.1,30368,11,5940,7270,4,1
4,6763,57,297,51.6,3533,43,1595,4138,5,1
2.43,25492,-465,-249,43.6,3642,24,-624,1263,1,1
6,28166,1079,635,46.2,32689,34,5057,7766,2,1
5.5,28484,-983,-1039,56.4,7138,22,2239,3594,3,1
6,30706,-608,688,61.5,28654,33,2769,3479,4,1
3.29,9014,-638,-993,59,2377,83,-437,511,5,1
1,40902,465,249,40,13835,16,624,-1263,1,0
0.6,9025,-1079,-635,24,26893,14,-5057,-7766,2,0
1.67,26566,983,1039,40,6113,18,-2239,-3594,3,0
1.71,26652,608,-688,48,19870,18,-2769,-3479,4,0
2.33,9347,638,993,56,2138,75,437,-511,5,0
4,50104,1675,676,55.6,6547,24,8199,-2705,1,0
1.12,21469,-71,-1443,50,26055,47,-10673,-12712,2,0
1.89,33384,1189,292,47.2,19849,28,-539,-5964,3,0
1,25438,-148,-458,41.7,11501,18,-1134,-2860,4,0
4.2,10765,-393,849,58.3,2290,72,-4090,-3194,5,0
2.25,33306,-1675,-676,36,4529,14,-8199,2705,1,1
5.8,47268,71,1443,58,81568,40,10673,12712,2,1
3.5,40001,-1189,-292,42,5568,33,539,5964,3,1
2.2,38760,148,458,44,28012,13,1134,2860,4,1
3.57,25041,393,-849,50,10773,107,4090,3194,5,1
0.67,3100,-607,345,10.5,2735,6,-136,716,1,1
7,6317,633,755,36.8,15275,14,1468,1765,2,1
6,13876,2923,2033,31.6,5627,6,2848,1785,3,1
5.5,11339,2484,1654,57.9,3087,6,2535,1654,4,1
13,6357,1078,469,68.4,0,29,1258,628,5,1
1.5,9223,607,-345,50,396,4,136,-716,1,0
0.33,3926,-633,-755,16.7,0,10,-1468,-1765,2,0
0,2110,-2923,-2033,0,859,1,-2848,-1785,3,0
0.5,8799,-2484,-1654,50,0,9,-2535,-1654,4,0
0.75,2467,-1078,-469,50,0,20,-1258,-628,5,0
1.6,24506,-1598,-1841,48.5,3276,24,-5611,-6436,1,0
2.6,35294,1485,-71,78.8,16860,23,3551,-2232,2,0
1.33,20389,-2940,-1619,36.4,3187,26,-7218,-4397,3,0
2.1,35434,-1396,-785,63.6,17945,23,-4243,-4138,4,0
3,4751,-569,-641,63.6,1634,85,-1077,-38,5,0
4.6,45686,1598,1841,50,17661,19,5611,6436,1,1
1.64,20900,-1485,71,39.1,49149,43,-3551,2232,2,1
7.33,36803,2940,1619,47.8,17725,12,7218,4397,3,1
5.4,37714,1396,785,58.7,24958,17,4243,4138,4,1
2.22,11020,569,641,43.5,5718,81,1077,38,5,1
1.17,13214,-2415,-1942,17.9,13431,30,-2949,-819,1,1
14,19631,-514,145,35.9,49876,28,2190,5909,2,1
4,20177,84,563,30.8,4450,23,37,2863,3,1
3.25,41706,2156,555,66.7,22469,23,5350,4612,4,1
4,4381,1095,601,51.3,5900,58,2065,2229,5,1
2.6,27671,2415,1942,56.5,5050,13,2949,819,1,0
0.82,18509,514,-145,39.1,2232,12,-2190,-5909,2,0
1.57,22586,-84,-563,47.8,4287,23,-37,-2863,3,0
1.57,9453,-2156,-555,47.8,12053,12,-5350,-4612,4,0
1.11,11562,-1095,-601,43.5,2104,60,-2065,-2229,5,0
4.75,29779,2322,2470,57.6,8050,22,4848,263,1,0
2,21686,-1715,-531,42.4,11800,17,-4453,-5116,2,0
0.64,23138,-1472,-1484,21.2,1932,15,-3504,-4259,3,0
0.46,15876,-893,-461,18.2,4586,9,-4088,-4819,4,0
1.22,11609,106,85,33.3,432,57,-1561,-2745,5,0
1.56,17841,-2322,-2470,31.8,4192,17,-4848,-263,1,1
8.67,41009,1715,531,59.1,66087,27,4453,5116,2,1
4.8,43527,1472,1484,54.5,4712,29,3504,4259,3,1
2.56,36339,893,461,52.3,16698,9,4088,4819,4,1
3.29,37105,-106,-85,52.3,7528,69,1561,2745,5,1
3,42727,3304,3102,50,8053,17,7565,7536,1,1
2.67,22798,-573,-440,44.4,32757,11,-792,2089,2,1
3.6,25324,-30,-1278,50,13123,11,2387,397,3,1
4.75,25053,732,726,52.8,39669,14,2175,2009,4,1
8.67,8544,866,229,72.2,5539,38,2530,3588,5,1
0.82,11920,-3304,-3102,37.5,1615,3,-7565,-7536,1,0
2.83,18154,573,440,70.8,2546,17,792,-2089,2,0
2.25,13839,30,1278,37.5,4093,10,-2387,-397,3,0
1.67,18282,-732,-726,62.5,4792,6,-2175,-2009,4,0
2.17,9910,-866,-229,54.2,769,30,-2530,-3588,5,0
1.4,23992,1330,144,33.3,4747,22,513,-1048,1,0
3.17,27053,-1213,584,45.2,19823,30,-1328,-471,2,0
2.62,35218,-1040,-1107,50,9193,19,-918,-2653,3,0
1.54,21156,-268,-381,47.6,2934,22,-2788,-3647,4,0
2.33,30999,1183,-534,66.7,8171,98,1186,-2799,5,0
2.86,37645,-1330,-144,40.8,3382,20,-513,1048,1,1
3.2,40166,1213,-584,65.3,64929,27,1328,471,2,1
5.25,39980,1040,1107,42.9,13328,27,918,2653,3,1
2.2,23721,268,381,44.9,20857,13,2788,3647,4,1
3.09,15821,-1183,534,69.4,1975,96,-1186,2799,5,1
2.75,15695,-1465,-1281,27.5,16789,15,1322,889,1,1
11,20664,-399,-212,55,66535,37,2816,5685,2,1
2.88,24331,163,-273,57.5,5706,17,2297,3207,3,1
6.67,21706,694,299,50,25194,17,1832,3975,4,1
3.43,21074,991,597,60,5585,67,3818,3750,5,1
2,15997,1465,1281,33.3,4134,16,-1322,-889,1,0
1.6,21519,399,212,66.7,1200,22,-2816,-5685,2,0
1.5,17791,-163,273,50,644,10,-2297,-3207,3,0
0.75,15635,-694,-299,25,9664,10,-1832,-3975,4,0
0.7,5221,-991,-597,29.2,658,48,-3818,-3750,5,0
1.57,29244,-1212,-1184,28.9,14327,18,-281,508,1,0
1.42,30819,828,329,44.7,37018,23,-1360,-2331,2,0
3.25,29590,1044,493,68.4,18254,29,1564,-1296,3,0
2.17,31826,-1483,-432,34.2,8697,31,-5062,-1154,4,0
1.56,15961,-151,-768,36.8,3038,80,-497,-2103,5,0
1,17963,1212,1184,21.4,18681,12,281,-508,1,1
3.14,30214,-828,-329,52.4,41537,26,1360,2331,2,1
1.91,47319,-1044,-493,50,4249,19,-1564,1296,3,1
3.33,38949,1483,432,47.6,45042,12,5062,1154,4,1
4.2,8381,151,768,50,2019,54,497,2103,5,1
0.8,32368,-11,-445,21.6,8687,14,678,2047,1,1
3,21756,868,11,40.5,37883,43,3058,4291,2,1
3,17202,-31,62,24.3,4847,23,394,1930,3,1
9.33,29949,1373,1000,75.7,28648,28,4246,7026,4,1
27,15245,1737,1348,73,10127,79,3164,2827,5,1
2.8,28930,11,445,63.6,3274,18,-678,-2047,1,0
1.25,9906,-868,-11,45.5,28962,16,-3058,-4291,2,0
1.67,20176,31,-62,45.5,4653,24,-394,-1930,3,0
0.9,22400,-1373,-1000,40.9,11224,19,-4246,-7026,4,0
1.12,5025,-1737,-1348,40.9,3634,43,-3164,-2827,5,0
1.2,21324,-525,-1041,31.6,0,14,-2226,-3156,1,0
1.25,17413,-631,-1007,52.6,891,25,-4317,-4586,2,0
1,14424,-3157,-3422,42.1,1288,12,-4517,-3351,3,0
1.88,28270,1295,-291,78.9,3521,14,2531,-3002,4,0
2.6,5277,-342,634,68.4,732,54,-2983,-1693,5,0
1.5,14561,525,1041,17.6,11508,16,2226,3156,1,1
5.67,21150,631,1007,50,57322,32,4317,4586,2,1
9,29421,3157,3422,52.9,25337,19,4517,3351,3,1
2,18505,-1295,291,35.3,22620,15,-2531,3002,4,1
5,7785,342,-634,58.8,7383,70,2983,1693,5,1
0.5,15379,-1792,-1570,27.3,4496,14,-3877,-4684,1,0
1,16193,-1284,687,54.5,10434,23,-1506,561,2,0
0.8,15304,-1137,-443,36.4,943,15,-3041,-4063,3,0
1.2,11972,-301,212,54.5,2233,14,-400,-2020,4,0
0.38,4616,-373,969,27.3,652,56,-2414,-3742,5,0
12,27737,1792,1570,40,22834,11,3877,4684,1,1
11.5,23109,1284,-687,76.7,52503,20,1506,-561,2,1
2.6,20083,1137,443,43.3,10459,11,3041,4063,3,1
9.5,20574,301,-212,63.3,20217,34,400,2020,4,1
21,9137,373,-969,70,5527,67,2414,3742,5,1
0.75,11192,-953,-378,16.7,6308,13,-1338,-308,1,1
2.2,11775,112,603,30.6,70607,29,2753,3198,2,1
3.67,46334,2102,1642,61.1,11614,12,4077,2264,3,1
5,15459,715,962,41.7,13784,13,-115,2306,4,1
8.5,10468,389,391,47.2,1402,45,2241,2664,5,1
1.29,29626,953,378,39.1,9337,11,1338,308,1,0
1.25,11875,-112,-603,43.5,17691,11,-2753,-3198,2,0
1.25,18125,-2102,-1642,43.5,5389,20,-4077,-2264,3,0
1.83,14330,-715,-962,47.8,1515,21,115,-2306,4,0
1,14919,-389,-391,30.4,113,62,-2241,-2664,5,0
2.75,32297,457,-257,45.8,20549,24,2685,986,1,1
3,15719,821,716,50,42061,12,1927,1584,2,1
1.6,28299,-1900,-196,33.3,5719,17,-4355,-1477,3,1
8,37515,1894,360,66.7,24028,22,4089,1142,4,1
3.2,9546,1021,-244,66.7,4565,61,830,-470,5,1
3.67,27572,-457,257,55,9566,17,-2685,-986,1,0
1.38,10061,-821,-716,55,28676,20,-1927,-1584,2,0
17,27311,1900,196,85,5726,20,4355,1477,3,0
1.57,17289,-1894,-360,55,165,22,-4089,-1142,4,0
2.6,5852,-1021,244,65,677,46,-830,470,5,0
1.86,23070,-1160,-833,31.7,32013,15,722,2687,1,1
10.5,23396,-646,-1674,51.2,41867,16,528,1555,2,1
9.5,21325,40,-99,46.3,7570,13,2458,3931,3,1
2.57,26394,-134,841,43.9,12002,20,896,2684,4,1
6.33,18887,1272,-236,46.3,10236,53,3727,2863,5,1
1.12,26879,1160,833,42.9,9565,14,-722,-2687,1,0
2,15148,646,1674,57.1,21397,9,-528,-1555,2,0
0.86,18602,-40,99,28.6,2674,18,-2458,-3931,3,0
0.64,17889,134,-841,33.3,1804,18,-896,-2684,4,0
1.11,9152,-1272,236,47.6,309,35,-3727,-2863,5,0
2.11,24192,-914,-2436,40.4,12481,15,405,632,1,1
7.33,24646,394,304,46.8,24628,17,535,956,2,1
3.5,28184,1322,902,44.7,3914,25,3011,6179,3,1
10.33,60041,746,208,66,59241,25,4542,3946,4,1
12,5879,267,831,76.6,3838,53,2744,7063,5,1
1.44,24626,914,2436,54.2,13496,23,-405,-632,1,0
2.8,20894,-394,-304,58.3,20654,35,-535,-956,2,0
1.2,26174,-1322,-902,50,5202,22,-3011,-6179,3,0
1.07,29233,-746,-208,62.5,15187,10,-4542,-3946,4,0
1.7,12330,-267,-831,70.8,423,76,-2744,-7063,5,0
1.33,40147,770,1047,41,4919,22,2195,2193,1,0
3.25,19487,-624,-857,66.7,36026,24,-4516,-4355,2,0
1.08,28374,-1304,-783,35.9,11233,45,-1097,-3915,3,0
2.2,42200,1937,2127,56.4,7717,30,-3185,-4452,4,0
1.79,18757,75,-226,64.1,2137,104,-3070,-3940,5,0
2.29,34487,-770,-1047,28.1,21136,20,-2195,-2193,1,1
2.6,40634,624,857,45.6,46228,35,4516,4355,2,1
4,45686,1304,783,56.1,17225,23,1097,3915,3,1
4.57,44298,-1937,-2127,56.1,38142,18,3185,4452,4,1
4.29,24628,-75,226,52.6,6468,108,3070,3940,5,1
2.33,35607,-1307,-1206,39.6,38505,29,473,489,1,0
2.2,27140,-3147,-1185,41.5,33309,31,-6153,-1201,2,0
1.7,34528,-291,-490,32.1,6433,37,655,-4085,3,0
2.91,55372,-33,561,60.4,23327,28,1003,761,4,0
1.05,36342,138,-488,41.5,3943,83,427,601,5,0
1.7,46932,1307,1206,27.9,23234,23,-473,-489,1,1
3.56,54171,3147,1185,52.5,24339,34,6153,1201,2,1
3,38038,291,490,34.4,9763,39,-655,4085,3,1
1.92,40387,33,-561,37.7,25376,34,-1003,-761,4,1
2.4,25867,-138,488,59,335,120,-427,-601,5,1
